,Tên xe,Năm SX,Kiểu dáng,Tình trạng,Xuất xứ,Tỉnh thành,Km đã đi,Quận huyện,Hộp số,Nhiên liệu
937,"

                Mazda CX-5 2.5L AT FWD 2016
            
",Năm SX 2016,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 56.734 km,"
Quận huyện
Long Biên
",Hộp số Số tự động,Nhiên liệu Xăng
938,"

                Hyundai Tucson 2.0 Tiêu chuẩn 2022
            
",Năm SX 2022,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Thái Bình
",None,"
Quận huyện
Đông Hưng
",Hộp số Số tự động,Nhiên liệu Xăng
939,"

                Toyota Corolla Altis 2009
            
",Năm SX 2009,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Bình Dương
",Km đã đi 130.000 km,"
Quận huyện
Thuận An
",Hộp số Số tự động,Nhiên liệu Xăng
940,"

                Hyundai Tucson 2.0 Tiêu chuẩn 2020
            
",Năm SX 2020,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Tp.HCM
",Km đã đi 23.000 km,"
Quận huyện
Thủ Đức
",Hộp số Số tự động,Nhiên liệu Xăng
941,"

                Mitsubishi Triton 4×4.MT 2017
            
",Năm SX 2017,Kiểu dáng Bán Tải,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 90.000 km,"
Quận huyện
Hà Đông
",Hộp số Số tay,Nhiên liệu Xăng
942,"

                Hyundai Tucson 2.0 Tiêu chuẩn 2022
            
",Năm SX 2022,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",None,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
943,"

                Kia Morning Si 1.25 AT 2015
            
",Năm SX 2015,Kiểu dáng Hatchback,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 78.999 km,"
Quận huyện
Bắc Từ Liêm
",Hộp số Số tự động,Nhiên liệu Xăng
944,"

                Toyota Fortuner 2.7 V 4X2 AT 2014
            
",Năm SX 2014,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 102.000 km,"
Quận huyện
Bắc Từ Liêm
",Hộp số Số tự động,Nhiên liệu Xăng
945,"

                Hyundai Kona 2.0 AT Đặc biệt 2021
            
",Năm SX 2021,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 46.000 km,"
Quận huyện
Bắc Từ Liêm
",Hộp số Số tự động,Nhiên liệu Xăng
946,"

                Toyota Camry 2009
            
",Năm SX 2009,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",Km đã đi 110.000 km,"
Quận huyện
Hà Đông
",Hộp số Số tự động,Nhiên liệu Xăng
947,"

                Toyota Rush 1.5 AT 2019
            
",Năm SX 2019,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",Km đã đi 35.000 km,"
Quận huyện
Nam Từ Liêm
",Hộp số Số tự động,Nhiên liệu Xăng
948,"

                Mazda CX-8 Luxury 2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Khánh Hòa
",None,"
Quận huyện
Nha Trang
",Hộp số Số tự động,Nhiên liệu Xăng
949,"

                Mitsubishi Outlander 2.0 CVT Premium 2020
            
",Năm SX 2020,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 50.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
950,"

                Hyundai Elantra   2.0 AT 2017
            
",Năm SX 2017,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 50.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
951,"

                Mitsubishi Triton GLX 2.5 AT 4x2 2014
            
",Năm SX 2014,Kiểu dáng Bán Tải,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 120.000 km,"
Quận huyện
Hà Đông
",Hộp số Số tự động,Nhiên liệu Xăng
952,"  Toyota Camry 2.5Q 2017
             ",Năm SX 2017,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước, Tỉnh thành Hà Nội ,Km đã đi 78.000 km, Quận huyện Nam Từ Liêm ,Hộp số Số tự động,Nhiên liệu Xăng
953,"  Mitsubishi Triton GLX 2.5 AT 4x2 2017
             ",Năm SX 2017,Kiểu dáng Bán Tải,Tình trạng Xe cũ,Xuất xứ Nhập khẩu, Tỉnh thành Hà Nội ,Km đã đi 66.000 km, Quận huyện Cầu Giấy ,Hộp số Số tự động,Nhiên liệu Diesel
954,"  Hyundai Santa Fe 2.2L Dầu cao cấp 2022
             ",Năm SX 2022,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Trong nước, Tỉnh thành Tp.HCM ,None, Quận huyện Quận 6 ,Hộp số Số tự động,Nhiên liệu Diesel
955,"  Hyundai Tucson 2.0 Tiêu chuẩn 2022
             ",Năm SX 2022,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Trong nước, Tỉnh thành Hải Phòng ,None, Quận huyện Đồ Sơn ,Hộp số Số tự động,Nhiên liệu Xăng
956,"  Hyundai Tucson 2.0 Tiêu chuẩn 2022
             ",Năm SX 2022,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Trong nước, Tỉnh thành Tp.HCM ,None, Quận huyện Quận 6 ,Hộp số Số tự động,Nhiên liệu Xăng
957,"  Hyundai Creta 1.5L Tiêu chuẩn 2022
             ",Năm SX 2022,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Nhập khẩu, Tỉnh thành Tp.HCM ,None, Quận huyện Quận 6 ,Hộp số Số tự động,Nhiên liệu Xăng
958,"  Kia K3 1.6 Premium 2021
             ",Năm SX 2021,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước, Tỉnh thành Hà Nội ,Km đã đi 16.000 km, Quận huyện Cầu Giấy ,Hộp số Số tự động,Nhiên liệu Xăng
959,"  Mazda CX-5 2.5L AT FWD 2016
             ",Năm SX 2016,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước, Tỉnh thành Hà Nội ,Km đã đi 56.734 km, Quận huyện Long Biên ,Hộp số Số tự động,Nhiên liệu Xăng
960,"

                Hyundai Accent 1.4 AT 2019
            
",Năm SX 2019,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Vĩnh Phúc
",Km đã đi 68.000 km,"
Quận huyện
Bình Xuyên
",Hộp số Số tự động,Nhiên liệu Xăng
961,"

                Mercedes-Benz C300 AMG First Edition 2012
            
",Năm SX 2012,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 93.221 km,"
Quận huyện
Nam Từ Liêm
",Hộp số Số tự động,Nhiên liệu Xăng
962,"

                Isuzu mu-X B7 Plus 4x2 AT 2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Đồng Nai
",None,"
Quận huyện
Biên Hòa
",Hộp số Số tự động,Nhiên liệu Diesel
963,"

                Isuzu mu-X 1.9 PRESTIGE 4X2 AT 2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Đồng Nai
",None,"
Quận huyện
Biên Hòa
",Hộp số Số tự động,Nhiên liệu Diesel
964,"

                Hyundai Elantra 1.6 AT Đặc biệt 2022
            
",Năm SX 2022,Kiểu dáng Sedan,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",None,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
965,"

                Isuzu D-Max ls prestige 1.9 4x2 at 2023
            
",Năm SX 2023,Kiểu dáng Bán Tải,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Đồng Nai
",None,"
Quận huyện
Biên Hòa
",Hộp số Số tự động,Nhiên liệu Diesel
966,"

                Hyundai Grand i10 Sedan 1.2 MT 2017
            
",Năm SX 2017,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 88.000 km,"
Quận huyện
Nam Từ Liêm
",Hộp số Số tay,Nhiên liệu Xăng
967,"

                Isuzu D-Max LS PRESTIGE 1.9 4x2 MT 2023
            
",Năm SX 2023,Kiểu dáng Bán Tải,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Đồng Nai
",None,"
Quận huyện
Biên Hòa
",Hộp số Số tay,Nhiên liệu Diesel
968,"

                Nissan Navara  2022
            
",Năm SX 2022,Kiểu dáng Bán Tải,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 10.000 km,"
Quận huyện
Bắc Từ Liêm
",Hộp số Số tự động,Nhiên liệu Diesel
969,"

                Hyundai Santa Fe 2.2 Dầu Đặc biệt 2020
            
",Năm SX 2020,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 42.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Diesel
970,"

                Isuzu mu-X 1.9 B7 4x2 MT 2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Bình Dương
",None,"
Quận huyện
Thủ Dầu Một
",Hộp số Số tay,Nhiên liệu Diesel
971,"

                Kia Sorento  2021
            
",Năm SX 2021,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 12.000 km,"
Quận huyện
Nam Từ Liêm
",Hộp số Số tự động,Nhiên liệu Xăng
972,"

                Ford Ranger XLS 2.0L 4x4 AT 2023
            
",Năm SX 2023,Kiểu dáng Bán Tải,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",None,"
Quận huyện
Nam Từ Liêm
",Hộp số Số tự động,Nhiên liệu Xăng
973,"

                Isuzu mu-X 1.9 B7 4x2 MT 2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Đồng Nai
",None,"
Quận huyện
Biên Hòa
",Hộp số Số tay,Nhiên liệu Diesel
974,"

                Mazda 3 Sedan 1.5L Luxury 2022
            
",Năm SX 2022,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 15.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
975,"

                Hyundai Grand i10 Hatchback 1.2 AT 2022
            
",Năm SX 2022,Kiểu dáng Hatchback,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",None,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
976,"

                Nissan Navara NP300 EL 4x2 AT 2022
            
",Năm SX 2022,Kiểu dáng Bán Tải,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Bắc Ninh
",None,"
Quận huyện
Bắc Ninh
",Hộp số Số tự động,Nhiên liệu Diesel
977,"

                Toyota Corolla Cross 1.8 G 2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",None,"
Quận huyện
Nam Từ Liêm
",Hộp số Số tự động,Nhiên liệu Xăng
978,"

                Ford Territory Titanium X 2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",None,"
Quận huyện
Nam Từ Liêm
",Hộp số Số tự động,Nhiên liệu Xăng
979,"

                Ford Everest Sport 2.0 AT 4x2 2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",None,"
Quận huyện
Nam Từ Liêm
",Hộp số Số tự động,Nhiên liệu Xăng
980,"

                Toyota Hilux 2.8G 4×4 AT 2019
            
",Năm SX 2019,Kiểu dáng Bán Tải,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",Km đã đi 11.000 km,"
Quận huyện
Nam Từ Liêm
",Hộp số Số tự động,Nhiên liệu Diesel
981,"

                Kia Cerato 2.0 AT Premium 2020
            
",Năm SX 2020,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 50.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
982,"

                Hyundai Kona 2.0 AT Tiêu chuẩn 2019
            
",Năm SX 2019,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 47.000 km,"
Quận huyện
Bắc Từ Liêm
",Hộp số Số tự động,Nhiên liệu Xăng
983,"

                Mazda 3 1.5at 2018
            
",Năm SX 2018,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Đà Nẵng
",Km đã đi 27.000 km,"
Quận huyện
Hải Châu
",Hộp số Số tự động,Nhiên liệu Xăng
984,"

                Mitsubishi Outlander 2.0 CVT 2021
            
",Năm SX 2021,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Đà Nẵng
",Km đã đi 32.000 km,"
Quận huyện
Hải Châu
",Hộp số Số tay,Nhiên liệu Xăng
985,"

                Toyota Avanza Premio 1.5 CVT 2023
            
",Năm SX 2023,Kiểu dáng MPV,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Bình Định
",None,"
Quận huyện
Quy Nhơn
",Hộp số Số tự động,Nhiên liệu Xăng
986,"  Suzuki Swift GLX 1.2 CVT 2019
             ",Năm SX 2019,Kiểu dáng Hatchback,Tình trạng Xe cũ,Xuất xứ Nhập khẩu, Tỉnh thành Lâm Đồng ,Km đã đi 52.000 km, Quận huyện Bảo Lộc ,Hộp số Số tự động,Nhiên liệu Xăng
987,"

                Honda CR-V 1.5 L 2021
            
",Năm SX 2021,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 31.000 km,"
Quận huyện
Hoàng Mai
",Hộp số Số tự động,Nhiên liệu Xăng
988,"

                Mazda 6 2.0 AT 2015
            
",Năm SX 2015,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 55.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
989,"

                Mazda 6 2.0L Premium 2018
            
",Năm SX 2018,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 45.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
990,"

                Honda City RS 2023
            
",Năm SX 2023,Kiểu dáng Sedan,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Hải Phòng
",None,"
Quận huyện
Ngô Quyền
",Hộp số Số tự động,Nhiên liệu Xăng
991,"

                Hyundai Tucson  2019
            
",Năm SX 2019,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 55.000 km,"
Quận huyện
Bắc Từ Liêm
",Hộp số Số tự động,Nhiên liệu Xăng
992,"

                Honda HR-V G 2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hải Phòng
",None,"
Quận huyện
Ngô Quyền
",Hộp số Số tự động,Nhiên liệu Xăng
993,"

                Hyundai Creta 1.5L Tiêu chuẩn 2022
            
",Năm SX 2022,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",None,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
994,"

                Mazda CX-5 2.0 Luxury 2020
            
",Năm SX 2020,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 32.000 km,"
Quận huyện
Bắc Từ Liêm
",Hộp số Số tự động,Nhiên liệu Xăng
995,"

                Kia Cerato 2.0 AT Premium 2021
            
",Năm SX 2021,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 9.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
996,"

                Mazda CX-5 2.0L AT FWD 2016
            
",Năm SX 2016,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 38.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
997,"

                Mercedes-Benz C300 AMG 2020
            
",Năm SX 2020,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Tp.HCM
",Km đã đi 9.000 km,"
Quận huyện
Quận 7
",Hộp số Số tự động,Nhiên liệu Xăng
998,"

                Toyota Vios 1.5E MT 2011
            
",Năm SX 2011,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Nghệ An
",Km đã đi 87.000 km,"
Quận huyện
Vinh
",Hộp số Số tay,Nhiên liệu Xăng
999,"

                Volvo S90 Inscription 2021
            
",Năm SX 2021,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Tp.HCM
",Km đã đi 5.678 km,"
Quận huyện
Quận 7
",Hộp số Số tự động,Nhiên liệu Xăng
1000,"

                Toyota Hilux 2.4E 4×2 AT 2021
            
",Năm SX 2021,Kiểu dáng Bán Tải,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",Km đã đi 34.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Diesel
1001,"

                Mercedes-Benz GLC 200 4Matic 2021
            
",Năm SX 2021,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Tp.HCM
",Km đã đi 31.000 km,"
Quận huyện
Quận 11
",Hộp số Số tự động,Nhiên liệu Xăng
1002,"

                Mazda 3 1.5L Luxury 2019
            
",Năm SX 2019,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 66.666 km,"
Quận huyện
Hoàng Mai
",Hộp số Số tự động,Nhiên liệu Xăng
1003,"

                Toyota Corolla Cross 1.8 G 2022
            
",Năm SX 2022,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Bình Định
",None,"
Quận huyện
Quy Nhơn
",Hộp số Số tự động,Nhiên liệu Xăng
1004,"

                Lexus RX 350 L 2016
            
",Năm SX 2016,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",Km đã đi 70.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
1005,"

                Mitsubishi Xpander Cross 1.5 AT 2022
            
",Năm SX 2022,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 8.000 km,"
Quận huyện
Long Biên
",Hộp số Số tự động,Nhiên liệu Xăng
1006,"

                Mitsubishi Pajero Sport D 4x4 AT 2021
            
",Năm SX 2021,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",Km đã đi 6.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Diesel
1007,"  Kia Soul 2009
             ",Năm SX 2009,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu, Tỉnh thành Đà Nẵng ,None, Quận huyện Sơn Trà ,Hộp số Số tự động,Nhiên liệu Xăng
1008,"

                Honda CR-V 1.5 G 2020
            
",Năm SX 2020,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",Km đã đi 35.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
1009,"

                Ford Ranger XLS 2.0L 4x2 MT 2023
            
",Năm SX 2023,Kiểu dáng Bán Tải,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",None,"
Quận huyện
Nam Từ Liêm
",Hộp số Số tay,Nhiên liệu Xăng
1010,"

                Ford Everest Ambiente 2.0 AT 4x2 2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Thủ Đức
",Hộp số Số tự động,Nhiên liệu Diesel
